[{'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=1', 'sparsity': 1, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=2', 'sparsity': 2, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=4', 'sparsity': 4, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=8', 'sparsity': 8, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=16', 'sparsity': 16, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}, {'config': 'experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml', 'name': 'id=supsup~seed=0~sparsity=32', 'sparsity': 32, 'seed': 0, 'log-dir': 'runs/SupsupSeed/rn18-supsup_num_masks_3', 'epochs': 250, 'data': './data'}]
 0it [00:00, ?it/s]   0%|          | 0/169001437 [00:01<?, ?it/s]   1%|          | 876544/169001437 [00:01<00:19, 8730499.72it/s]   2%|▏         | 2809856/169001437 [00:01<00:15, 10439432.56it/s]   3%|▎         | 5447680/169001437 [00:01<00:12, 12749186.54it/s]   5%|▌         | 8708096/169001437 [00:01<00:10, 15584964.01it/s]   7%|▋         | 11984896/169001437 [00:01<00:08, 18459176.83it/s]   9%|▉         | 15261696/169001437 [00:01<00:07, 21203443.34it/s]  11%|█         | 18538496/169001437 [00:01<00:06, 23663215.50it/s]  13%|█▎        | 21823488/169001437 [00:01<00:05, 25830104.00it/s]  15%|█▍        | 25010176/169001437 [00:02<00:05, 27332788.37it/s]  17%|█▋        | 28237824/169001437 [00:02<00:04, 28555177.24it/s]  19%|█▊        | 31432704/169001437 [00:02<00:04, 29418485.37it/s]  21%|██        | 35725312/169001437 [00:02<00:04, 32483741.75it/s]  25%|██▌       | 42409984/169001437 [00:02<00:03, 38396959.14it/s]  31%|███       | 52142080/169001437 [00:02<00:02, 46896481.99it/s]  37%|███▋      | 62726144/169001437 [00:02<00:01, 56300348.48it/s]  43%|████▎     | 73293824/169001437 [00:02<00:01, 65461546.22it/s]  50%|████▉     | 83902464/169001437 [00:02<00:01, 73957700.81it/s]  56%|█████▌    | 94363648/169001437 [00:02<00:00, 81067896.20it/s]  62%|██████▏   | 104849408/169001437 [00:03<00:00, 86951051.23it/s]  68%|██████▊   | 115335168/169001437 [00:03<00:00, 91641735.43it/s]  74%|███████▍  | 125313024/169001437 [00:03<00:00, 93853067.21it/s]  80%|████████  | 135282688/169001437 [00:03<00:00, 86571291.69it/s]  87%|████████▋ | 146284544/169001437 [00:03<00:00, 92457741.32it/s]  93%|█████████▎| 156901376/169001437 [00:03<00:00, 96117737.13it/s]  99%|█████████▉| 167124992/169001437 [00:03<00:00, 97860650.75it/s] 169009152it [00:03, 42605295.13it/s]                               => Reading YAML config from experiments/SupsupSeed/splitcifar100/configs/rn18-supsup_3.yaml
=> Saving data in runs/SupsupSeed/rn18-supsup_num_masks_3/id=supsup~seed=0~sparsity=1~try=0
Downloading https://www.cs.toronto.edu/~kriz/cifar-100-python.tar.gz to ./data/cifar100/cifar-100-python.tar.gz
Extracting ./data/cifar100/cifar-100-python.tar.gz to ./data/cifar100
Files already downloaded and verified
[26 86  2 55 75 93 16 73 54 95 53 92 78 13  7 30 22 24 33  8 43 62  3 71
 45 48  6 99 82 76 60 80 90 68 51 27 18 56 63 74  1 61 42 41  4 15 17 40
 38  5 91 59  0 34 28 50 11 35 23 52 10 31 66 57 79 85 32 84 14 89 19 29
 49 97 98 69 20 94 72 77 25 37 81 46 39 65 58 12 88 70 87 36 21 83  9 96
 67 64 47 44]
[26 86  2 55 75]
[93 16 73 54 95]
[53 92 78 13  7]
Set sparsity of conv1 to 0.04259259259259259
Set sparsity of layer1.0.conv1 to 0.011111111111111112
Set sparsity of layer1.0.conv2 to 0.011111111111111112
Set sparsity of layer1.1.conv1 to 0.011111111111111112
Set sparsity of layer1.1.conv2 to 0.011111111111111112
Set sparsity of layer2.0.conv1 to 0.008333333333333333
Set sparsity of layer2.0.conv2 to 0.005555555555555556
Set sparsity of layer2.0.shortcut.0 to 0.075
Set sparsity of layer2.1.conv1 to 0.005555555555555556
Set sparsity of layer2.1.conv2 to 0.005555555555555556
Set sparsity of layer3.0.conv1 to 0.004166666666666667
Set sparsity of layer3.0.conv2 to 0.002777777777777778
Set sparsity of layer3.0.shortcut.0 to 0.0375
Set sparsity of layer3.1.conv1 to 0.002777777777777778
Set sparsity of layer3.1.conv2 to 0.002777777777777778
Set sparsity of layer4.0.conv1 to 0.0020833333333333333
Set sparsity of layer4.0.conv2 to 0.001388888888888889
Set sparsity of layer4.0.shortcut.0 to 0.01875
Set sparsity of layer4.1.conv1 to 0.001388888888888889
Set sparsity of layer4.1.conv2 to 0.001388888888888889
Set sparsity of linear to 0.20625
=> Parallelizing on [0] gpus
=> Using trainer <module 'trainers.default' from '/home/at2507/supsup_team/supsup/trainers/default.py'>
Test set: Average loss: 0.7411, Accuracy: (0.7160)

Train Epoch: 56 [0/2500 (0%)]	Loss: 0.764730
Train Epoch: 56 [1280/2500 (50%)]	Loss: 0.724570

Test set: Average loss: 0.7153, Accuracy: (0.7440)

Train Epoch: 57 [0/2500 (0%)]	Loss: 0.556724
Train Epoch: 57 [1280/2500 (50%)]	Loss: 0.624466

Test set: Average loss: 0.7371, Accuracy: (0.7260)

Train Epoch: 58 [0/2500 (0%)]	Loss: 0.512766
Train Epoch: 58 [1280/2500 (50%)]	Loss: 0.676335

Test set: Average loss: 0.7372, Accuracy: (0.7300)

Train Epoch: 59 [0/2500 (0%)]	Loss: 0.807471
Train Epoch: 59 [1280/2500 (50%)]	Loss: 0.698942

Test set: Average loss: 0.6963, Accuracy: (0.7320)

Train Epoch: 60 [0/2500 (0%)]	Loss: 0.558978
Train Epoch: 60 [1280/2500 (50%)]	Loss: 0.601771

Test set: Average loss: 0.7563, Accuracy: (0.7280)

Train Epoch: 61 [0/2500 (0%)]	Loss: 0.574392
Train Epoch: 61 [1280/2500 (50%)]	Loss: 0.750618

Test set: Average loss: 0.7566, Accuracy: (0.7220)

Train Epoch: 62 [0/2500 (0%)]	Loss: 0.566428
Train Epoch: 62 [1280/2500 (50%)]	Loss: 0.714215

Test set: Average loss: 0.7203, Accuracy: (0.7340)

Train Epoch: 63 [0/2500 (0%)]	Loss: 0.732199
Train Epoch: 63 [1280/2500 (50%)]	Loss: 0.649660

Test set: Average loss: 0.7464, Accuracy: (0.7440)

Train Epoch: 64 [0/2500 (0%)]	Loss: 0.495576
Train Epoch: 64 [1280/2500 (50%)]	Loss: 0.626287

Test set: Average loss: 0.7022, Accuracy: (0.7320)

Train Epoch: 65 [0/2500 (0%)]	Loss: 0.697053
Train Epoch: 65 [1280/2500 (50%)]	Loss: 0.557310

Test set: Average loss: 0.7164, Accuracy: (0.7280)

Train Epoch: 66 [0/2500 (0%)]	Loss: 0.560470
Train Epoch: 66 [1280/2500 (50%)]	Loss: 0.568517

Test set: Average loss: 0.7171, Accuracy: (0.7300)

Train Epoch: 67 [0/2500 (0%)]	Loss: 0.614295
Train Epoch: 67 [1280/2500 (50%)]	Loss: 0.674750

Test set: Average loss: 0.7501, Accuracy: (0.7240)

Train Epoch: 68 [0/2500 (0%)]	Loss: 0.641332
Train Epoch: 68 [1280/2500 (50%)]	Loss: 0.596564

Test set: Average loss: 0.7424, Accuracy: (0.7200)

Train Epoch: 69 [0/2500 (0%)]	Loss: 0.616476
Train Epoch: 69 [1280/2500 (50%)]	Loss: 0.703353

Test set: Average loss: 0.6492, Accuracy: (0.7460)

Train Epoch: 70 [0/2500 (0%)]	Loss: 0.653133
Train Epoch: 70 [1280/2500 (50%)]	Loss: 0.612685

Test set: Average loss: 0.7168, Accuracy: (0.7440)

Train Epoch: 71 [0/2500 (0%)]	Loss: 0.649607
Train Epoch: 71 [1280/2500 (50%)]	Loss: 0.681655

Test set: Average loss: 0.7387, Accuracy: (0.7160)

Train Epoch: 72 [0/2500 (0%)]	Loss: 0.606007
Train Epoch: 72 [1280/2500 (50%)]	Loss: 0.513775

Test set: Average loss: 0.7912, Accuracy: (0.7060)

Train Epoch: 73 [0/2500 (0%)]	Loss: 0.526568
Train Epoch: 73 [1280/2500 (50%)]	Loss: 0.574704

Test set: Average loss: 0.7555, Accuracy: (0.7180)

Train Epoch: 74 [0/2500 (0%)]	Loss: 0.600746
Train Epoch: 74 [1280/2500 (50%)]	Loss: 0.758247

Test set: Average loss: 0.7316, Accuracy: (0.7200)

Train Epoch: 75 [0/2500 (0%)]	Loss: 0.517097
Train Epoch: 75 [1280/2500 (50%)]	Loss: 0.604897

Test set: Average loss: 0.7213, Accuracy: (0.7320)

Train Epoch: 76 [0/2500 (0%)]	Loss: 0.468547
Train Epoch: 76 [1280/2500 (50%)]	Loss: 0.809962

Test set: Average loss: 0.7099, Accuracy: (0.7320)

Train Epoch: 77 [0/2500 (0%)]	Loss: 0.542982
Train Epoch: 77 [1280/2500 (50%)]	Loss: 0.570651

Test set: Average loss: 0.7571, Accuracy: (0.7040)

Train Epoch: 78 [0/2500 (0%)]	Loss: 0.598043
Train Epoch: 78 [1280/2500 (50%)]	Loss: 0.601899

Test set: Average loss: 0.7188, Accuracy: (0.7260)

Train Epoch: 79 [0/2500 (0%)]	Loss: 0.475241
Train Epoch: 79 [1280/2500 (50%)]	Loss: 0.661270

Test set: Average loss: 0.7119, Accuracy: (0.7100)

Train Epoch: 80 [0/2500 (0%)]	Loss: 0.637104
Train Epoch: 80 [1280/2500 (50%)]	Loss: 0.615456

Test set: Average loss: 0.7707, Accuracy: (0.7140)

Train Epoch: 81 [0/2500 (0%)]	Loss: 0.565384
Train Epoch: 81 [1280/2500 (50%)]	Loss: 0.530367

Test set: Average loss: 0.7420, Accuracy: (0.7240)

Train Epoch: 82 [0/2500 (0%)]	Loss: 0.586736
Train Epoch: 82 [1280/2500 (50%)]	Loss: 0.506545

Test set: Average loss: 0.7355, Accuracy: (0.7200)

Train Epoch: 83 [0/2500 (0%)]	Loss: 0.665219
Train Epoch: 83 [1280/2500 (50%)]	Loss: 0.826512

Test set: Average loss: 0.7268, Accuracy: (0.7160)

Train Epoch: 84 [0/2500 (0%)]	Loss: 0.713570
Train Epoch: 84 [1280/2500 (50%)]	Loss: 0.525617

Test set: Average loss: 0.7352, Accuracy: (0.7520)

Train Epoch: 85 [0/2500 (0%)]	Loss: 0.602963
Train Epoch: 85 [1280/2500 (50%)]	Loss: 0.569705

Test set: Average loss: 0.7271, Accuracy: (0.7320)

Train Epoch: 86 [0/2500 (0%)]	Loss: 0.633818
Train Epoch: 86 [1280/2500 (50%)]	Loss: 0.564648

Test set: Average loss: 0.6977, Accuracy: (0.7280)

Train Epoch: 87 [0/2500 (0%)]	Loss: 0.627574
Train Epoch: 87 [1280/2500 (50%)]	Loss: 0.478734

Test set: Average loss: 0.7261, Accuracy: (0.7220)

Train Epoch: 88 [0/2500 (0%)]	Loss: 0.423033
Train Epoch: 88 [1280/2500 (50%)]	Loss: 0.587835

Test set: Average loss: 0.7586, Accuracy: (0.7180)

Train Epoch: 89 [0/2500 (0%)]	Loss: 0.667967
Train Epoch: 89 [1280/2500 (50%)]	Loss: 0.571554

Test set: Average loss: 0.7177, Accuracy: (0.7400)

Train Epoch: 90 [0/2500 (0%)]	Loss: 0.647607
Train Epoch: 90 [1280/2500 (50%)]	Loss: 0.562852

Test set: Average loss: 0.6656, Accuracy: (0.7460)

Train Epoch: 91 [0/2500 (0%)]	Loss: 0.526660
Train Epoch: 91 [1280/2500 (50%)]	Loss: 0.715099

Test set: Average loss: 0.7143, Accuracy: (0.7400)

Train Epoch: 92 [0/2500 (0%)]	Loss: 0.648551
Train Epoch: 92 [1280/2500 (50%)]	Loss: 0.694358

Test set: Average loss: 0.7144, Accuracy: (0.7300)

Train Epoch: 93 [0/2500 (0%)]	Loss: 0.660549
Train Epoch: 93 [1280/2500 (50%)]	Loss: 0.524210

Test set: Average loss: 0.6961, Accuracy: (0.7500)

Train Epoch: 94 [0/2500 (0%)]	Loss: 0.475333
Train Epoch: 94 [1280/2500 (50%)]	Loss: 0.642254

Test set: Average loss: 0.7339, Accuracy: (0.7160)

Train Epoch: 95 [0/2500 (0%)]	Loss: 0.572481
Train Epoch: 95 [1280/2500 (50%)]	Loss: 0.679814

Test set: Average loss: 0.7162, Accuracy: (0.7360)

Train Epoch: 96 [0/2500 (0%)]	Loss: 0.495928
Train Epoch: 96 [1280/2500 (50%)]	Loss: 0.783019

Test set: Average loss: 0.6676, Accuracy: (0.7320)

Train Epoch: 97 [0/2500 (0%)]	Loss: 0.538609
Train Epoch: 97 [1280/2500 (50%)]	Loss: 0.563843

Test set: Average loss: 0.7217, Accuracy: (0.7520)

Train Epoch: 98 [0/2500 (0%)]	Loss: 0.712778
Train Epoch: 98 [1280/2500 (50%)]	Loss: 0.561187

Test set: Average loss: 0.7212, Accuracy: (0.7400)

Train Epoch: 99 [0/2500 (0%)]	Loss: 0.382881
Train Epoch: 99 [1280/2500 (50%)]	Loss: 0.512582

Test set: Average loss: 0.7178, Accuracy: (0.7440)

Train Epoch: 100 [0/2500 (0%)]	Loss: 0.484635
Train Epoch: 100 [1280/2500 (50%)]	Loss: 0.615129

Test set: Average loss: 0.6897, Accuracy: (0.7520)

Train Epoch: 101 [0/2500 (0%)]	Loss: 0.572031
Train Epoch: 101 [1280/2500 (50%)]	Loss: 0.522890

Test set: Average loss: 0.7441, Accuracy: (0.7500)

Train Epoch: 102 [0/2500 (0%)]	Loss: 0.427290
Train Epoch: 102 [1280/2500 (50%)]	Loss: 0.523417

Test set: Average loss: 0.7107, Accuracy: (0.7340)

Train Epoch: 103 [0/2500 (0%)]	Loss: 0.335740
Train Epoch: 103 [1280/2500 (50%)]	Loss: 0.570042

Test set: Average loss: 0.6790, Accuracy: (0.7500)

Train Epoch: 104 [0/2500 (0%)]	Loss: 0.489232
Train Epoch: 104 [1280/2500 (50%)]	Loss: 0.443761

Test set: Average loss: 0.7205, Accuracy: (0.7340)

Train Epoch: 105 [0/2500 (0%)]	Loss: 0.571368
Train Epoch: 105 [1280/2500 (50%)]	Loss: 0.589392

Test set: Average loss: 0.7280, Accuracy: (0.7400)

Train Epoch: 106 [0/2500 (0%)]	Loss: 0.537244
Train Epoch: 106 [1280/2500 (50%)]	Loss: 0.567024

Test set: Average loss: 0.6770, Accuracy: (0.7560)

Train Epoch: 107 [0/2500 (0%)]	Loss: 0.595177
Train Epoch: 107 [1280/2500 (50%)]	Loss: 0.657964

Test set: Average loss: 0.6818, Accuracy: (0.7440)

Train Epoch: 108 [0/2500 (0%)]	Loss: 0.542712
Train Epoch: 108 [1280/2500 (50%)]	Loss: 0.502836

Test set: Average loss: 0.6998, Accuracy: (0.7240)

Train Epoch: 109 [0/2500 (0%)]	Loss: 0.566643
Train Epoch: 109 [1280/2500 (50%)]	Loss: 0.490241

Test set: Average loss: 0.7072, Accuracy: (0.7560)

Train Epoch: 110 [0/2500 (0%)]	Loss: 0.556617
Train Epoch: 110 [1280/2500 (50%)]	Loss: 0.508148

Test set: Average loss: 0.7331, Accuracy: (0.7460)

Train Epoch: 111 [0/2500 (0%)]	Loss: 0.506811
Train Epoch: 111 [1280/2500 (50%)]	Loss: 0.599767

Test set: Average loss: 0.7719, Accuracy: (0.7420)

Train Epoch: 112 [0/2500 (0%)]	Loss: 0.511670
Train Epoch: 112 [1280/2500 (50%)]	Loss: 0.528758

Test set: Average loss: 0.6806, Accuracy: (0.7340)

Train Epoch: 113 [0/2500 (0%)]	Loss: 0.524487
Train Epoch: 113 [1280/2500 (50%)]	Loss: 0.568995

Test set: Average loss: 0.7183, Accuracy: (0.7300)

Train Epoch: 114 [0/2500 (0%)]	Loss: 0.592149
Train Epoch: 114 [1280/2500 (50%)]	Loss: 0.553935

Test set: Average loss: 0.7451, Accuracy: (0.7200)

Train Epoch: 115 [0/2500 (0%)]	Loss: 0.575969
Train Epoch: 115 [1280/2500 (50%)]	Loss: 0.741258

Test set: Average loss: 0.7234, Accuracy: (0.7280)

Train Epoch: 116 [0/2500 (0%)]	Loss: 0.564498
Train Epoch: 116 [1280/2500 (50%)]	Loss: 0.529861

Test set: Average loss: 0.6638, Accuracy: (0.7520)

Train Epoch: 117 [0/2500 (0%)]	Loss: 0.650566
Train Epoch: 117 [1280/2500 (50%)]	Loss: 0.501762

Test set: Average loss: 0.6749, Accuracy: (0.7540)

Train Epoch: 118 [0/2500 (0%)]	Loss: 0.483480
Train Epoch: 118 [1280/2500 (50%)]	Loss: 0.676691

Test set: Average loss: 0.7122, Accuracy: (0.7340)

Train Epoch: 119 [0/2500 (0%)]	Loss: 0.513475
Train Epoch: 119 [1280/2500 (50%)]	Loss: 0.596759

Test set: Average loss: 0.7188, Accuracy: (0.7180)

Train Epoch: 120 [0/2500 (0%)]	Loss: 0.465611
Train Epoch: 120 [1280/2500 (50%)]	Loss: 0.565620

Test set: Average loss: 0.7299, Accuracy: (0.7080)

Train Epoch: 121 [0/2500 (0%)]	Loss: 0.616135
Train Epoch: 121 [1280/2500 (50%)]	Loss: 0.493323

Test set: Average loss: 0.6821, Accuracy: (0.7420)

Train Epoch: 122 [0/2500 (0%)]	Loss: 0.528025
Train Epoch: 122 [1280/2500 (50%)]	Loss: 0.564572

Test set: Average loss: 0.7172, Accuracy: (0.7240)

Train Epoch: 123 [0/2500 (0%)]	Loss: 0.523513
Train Epoch: 123 [1280/2500 (50%)]	Loss: 0.598509

Test set: Average loss: 0.6952, Accuracy: (0.7540)

Train Epoch: 124 [0/2500 (0%)]	Loss: 0.467226
Train Epoch: 124 [1280/2500 (50%)]	Loss: 0.517021

Test set: Average loss: 0.6791, Accuracy: (0.7480)

Train Epoch: 125 [0/2500 (0%)]	Loss: 0.459444
Train Epoch: 125 [1280/2500 (50%)]	Loss: 0.509483

Test set: Average loss: 0.7023, Accuracy: (0.7420)

Train Epoch: 126 [0/2500 (0%)]	Loss: 0.487821
Train Epoch: 126 [1280/2500 (50%)]	Loss: 0.521953

Test set: Average loss: 0.7341, Accuracy: (0.7420)

Train Epoch: 127 [0/2500 (0%)]	Loss: 0.645984
Train Epoch: 127 [1280/2500 (50%)]	Loss: 0.465642

Test set: Average loss: 0.6634, Accuracy: (0.7640)

Train Epoch: 128 [0/2500 (0%)]	Loss: 0.506978
Train Epoch: 128 [1280/2500 (50%)]	Loss: 0.513949

Test set: Average loss: 0.6835, Accuracy: (0.7520)

Train Epoch: 129 [0/2500 (0%)]	Loss: 0.533889
Train Epoch: 129 [1280/2500 (50%)]	Loss: 0.500395

Test set: Average loss: 0.6860, Accuracy: (0.7600)

Train Epoch: 130 [0/2500 (0%)]	Loss: 0.422389
Train Epoch: 130 [1280/2500 (50%)]	Loss: 0.550115

Test set: Average loss: 0.7299, Accuracy: (0.7420)

Train Epoch: 131 [0/2500 (0%)]	Loss: 0.605970
Train Epoch: 131 [1280/2500 (50%)]	Loss: 0.464998

Test set: Average loss: 0.6925, Accuracy: (0.7460)

Train Epoch: 132 [0/2500 (0%)]	Loss: 0.420286
Train Epoch: 132 [1280/2500 (50%)]	Loss: 0.502507

Test set: Average loss: 0.6426, Accuracy: (0.7520)

Train Epoch: 133 [0/2500 (0%)]	Loss: 0.489243
Train Epoch: 133 [1280/2500 (50%)]	Loss: 0.465772

Test set: Average loss: 0.6788, Accuracy: (0.7540)

Train Epoch: 134 [0/2500 (0%)]	Loss: 0.492247
Train Epoch: 134 [1280/2500 (50%)]	Loss: 0.673649

Test set: Average loss: 0.7264, Accuracy: (0.7280)

Train Epoch: 135 [0/2500 (0%)]	Loss: 0.531576
Train Epoch: 135 [1280/2500 (50%)]	Loss: 0.456213

Test set: Average loss: 0.6628, Accuracy: (0.7640)

Train Epoch: 136 [0/2500 (0%)]	Loss: 0.585272
Train Epoch: 136 [1280/2500 (50%)]	Loss: 0.444894

Test set: Average loss: 0.7795, Accuracy: (0.7040)

Train Epoch: 137 [0/2500 (0%)]	Loss: 0.581531
Train Epoch: 137 [1280/2500 (50%)]	Loss: 0.557555

Test set: Average loss: 0.6783, Accuracy: (0.7360)

Train Epoch: 138 [0/2500 (0%)]	Loss: 0.547871
Train Epoch: 138 [1280/2500 (50%)]	Loss: 0.481273

Test set: Average loss: 0.6751, Accuracy: (0.7500)

Train Epoch: 139 [0/2500 (0%)]	Loss: 0.561436
Train Epoch: 139 [1280/2500 (50%)]	Loss: 0.511507

Test set: Average loss: 0.6500, Accuracy: (0.7580)

Train Epoch: 140 [0/2500 (0%)]	Loss: 0.515655
Train Epoch: 140 [1280/2500 (50%)]	Loss: 0.530498

Test set: Average loss: 0.6922, Accuracy: (0.7400)

Train Epoch: 141 [0/2500 (0%)]	Loss: 0.518979
Train Epoch: 141 [1280/2500 (50%)]	Loss: 0.654135

Test set: Average loss: 0.6649, Accuracy: (0.7460)

Train Epoch: 142 [0/2500 (0%)]	Loss: 0.452713
Train Epoch: 142 [1280/2500 (50%)]	Loss: 0.428333

Test set: Average loss: 0.6984, Accuracy: (0.7340)

Train Epoch: 143 [0/2500 (0%)]	Loss: 0.563576
Train Epoch: 143 [1280/2500 (50%)]	Loss: 0.464019

Test set: Average loss: 0.6808, Accuracy: (0.7480)

Train Epoch: 144 [0/2500 (0%)]	Loss: 0.454166
Train Epoch: 144 [1280/2500 (50%)]	Loss: 0.510033

Test set: Average loss: 0.7346, Accuracy: (0.7100)

Train Epoch: 145 [0/2500 (0%)]	Loss: 0.766518
Train Epoch: 145 [1280/2500 (50%)]	Loss: 0.500409

Test set: Average loss: 0.6340, Accuracy: (0.7660)

Train Epoch: 146 [0/2500 (0%)]	Loss: 0.492364
Train Epoch: 146 [1280/2500 (50%)]	Loss: 0.476582

Test set: Average loss: 0.6481, Accuracy: (0.7520)

Train Epoch: 147 [0/2500 (0%)]	Loss: 0.374047
Train Epoch: 147 [1280/2500 (50%)]	Loss: 0.498055

Test set: Average loss: 0.6919, Accuracy: (0.7320)

Train Epoch: 148 [0/2500 (0%)]	Loss: 0.471008
Train Epoch: 148 [1280/2500 (50%)]	Loss: 0.464389

Test set: Average loss: 0.6926, Accuracy: (0.7560)

Train Epoch: 149 [0/2500 (0%)]	Loss: 0.483989
Train Epoch: 149 [1280/2500 (50%)]	Loss: 0.532137

Test set: Average loss: 0.6704, Accuracy: (0.7540)

Train Epoch: 150 [0/2500 (0%)]	Loss: 0.481239
Train Epoch: 150 [1280/2500 (50%)]	Loss: 0.590203

Test set: Average loss: 0.6781, Accuracy: (0.7420)

Train Epoch: 151 [0/2500 (0%)]	Loss: 0.484574
Train Epoch: 151 [1280/2500 (50%)]	Loss: 0.542244

Test set: Average loss: 0.7129, Accuracy: (0.7500)

Train Epoch: 152 [0/2500 (0%)]	Loss: 0.535292
Train Epoch: 152 [1280/2500 (50%)]	Loss: 0.476576

Test set: Average loss: 0.6690, Accuracy: (0.7540)

Train Epoch: 153 [0/2500 (0%)]	Loss: 0.382720
Train Epoch: 153 [1280/2500 (50%)]	Loss: 0.463794

Test set: Average loss: 0.6579, Accuracy: (0.7460)

Train Epoch: 154 [0/2500 (0%)]	Loss: 0.453172
Train Epoch: 154 [1280/2500 (50%)]	Loss: 0.370484

Test set: Average loss: 0.6375, Accuracy: (0.7600)

Train Epoch: 155 [0/2500 (0%)]	Loss: 0.452723
Train Epoch: 155 [1280/2500 (50%)]	Loss: 0.530268

Test set: Average loss: 0.6758, Accuracy: (0.7480)

Train Epoch: 156 [0/2500 (0%)]	Loss: 0.327629
Train Epoch: 156 [1280/2500 (50%)]	Loss: 0.502838

Test set: Average loss: 0.6925, Accuracy: (0.7480)

Train Epoch: 157 [0/2500 (0%)]	Loss: 0.427681
Train Epoch: 157 [1280/2500 (50%)]	Loss: 0.456049

Test set: Average loss: 0.6909, Accuracy: (0.7620)

Train Epoch: 158 [0/2500 (0%)]	Loss: 0.358187
Train Epoch: 158 [1280/2500 (50%)]	Loss: 0.421457

Test set: Average loss: 0.7168, Accuracy: (0.7440)

Train Epoch: 159 [0/2500 (0%)]	Loss: 0.509000
Train Epoch: 159 [1280/2500 (50%)]	Loss: 0.574465

Test set: Average loss: 0.6584, Accuracy: (0.7600)

Train Epoch: 160 [0/2500 (0%)]	Loss: 0.447899
Train Epoch: 160 [1280/2500 (50%)]	Loss: 0.497452

Test set: Average loss: 0.7177, Accuracy: (0.7420)

Train Epoch: 161 [0/2500 (0%)]	Loss: 0.487720
Train Epoch: 161 [1280/2500 (50%)]	Loss: 0.630533

Test set: Average loss: 0.6832, Accuracy: (0.7440)

Train Epoch: 162 [0/2500 (0%)]	Loss: 0.468502
Train Epoch: 162 [1280/2500 (50%)]	Loss: 0.445502

Test set: Average loss: 0.6760, Accuracy: (0.7460)

Train Epoch: 163 [0/2500 (0%)]	Loss: 0.478300
Train Epoch: 163 [1280/2500 (50%)]	Loss: 0.479427

Test set: Average loss: 0.7033, Accuracy: (0.7460)

Train Epoch: 164 [0/2500 (0%)]	Loss: 0.392371
Train Epoch: 164 [1280/2500 (50%)]	Loss: 0.482665

Test set: Average loss: 0.6676, Accuracy: (0.7580)

Train Epoch: 165 [0/2500 (0%)]	Loss: 0.404379
Train Epoch: 165 [1280/2500 (50%)]	Loss: 0.578908

Test set: Average loss: 0.6538, Accuracy: (0.7440)

Train Epoch: 166 [0/2500 (0%)]	Loss: 0.522735
Train Epoch: 166 [1280/2500 (50%)]	Loss: 0.562285

Test set: Average loss: 0.6897, Accuracy: (0.7540)

Train Epoch: 167 [0/2500 (0%)]	Loss: 0.502053
Train Epoch: 167 [1280/2500 (50%)]	Loss: 0.381592

Test set: Average loss: 0.6487, Accuracy: (0.7560)

Train Epoch: 168 [0/2500 (0%)]	Loss: 0.525471
Train Epoch: 168 [1280/2500 (50%)]	Loss: 0.404389

Test set: Average loss: 0.6648, Accuracy: (0.7720)

Train Epoch: 169 [0/2500 (0%)]	Loss: 0.529489
Train Epoch: 169 [1280/2500 (50%)]	Loss: 0.490571

Test set: Average loss: 0.7067, Accuracy: (0.7360)

Train Epoch: 170 [0/2500 (0%)]	Loss: 0.421683
Train Epoch: 170 [1280/2500 (50%)]	Loss: 0.458339

Test set: Average loss: 0.6589, Accuracy: (0.7520)

Train Epoch: 171 [0/2500 (0%)]	Loss: 0.392374
Train Epoch: 171 [1280/2500 (50%)]	Loss: 0.415931

Test set: Average loss: 0.6692, Accuracy: (0.7600)

Train Epoch: 172 [0/2500 (0%)]	Loss: 0.420307
Train Epoch: 172 [1280/2500 (50%)]	Loss: 0.424248

